date,ship,arrival,departure,cruiseline
2027-08-01,AIDAmar,09:00,20:00,AIDA
2027-08-02,Bolette,tbc,tbc,Fred Olsen Cruise Lines
2027-08-03,AIDAnova,09:00,19:00,AIDA
2027-08-04,Rotterdam,08:00,17:00,Holland America Line
2027-08-05,MSC Magnifica,12:30,19:30,MSC Cruises
