date,ship,arrival,departure,cruiseline
2027-10-01,Mein Schiff Relax,08:00,17:00,TUI Cruises
2027-10-03,AIDAprima,09:00,17:30,AIDA
2027-10-04,AIDAnova,09:00,17:30,AIDA
2027-10-07,Mein Schiff Relax,08:00,17:00,TUI Cruises
2027-10-08,MSC Preziosa,08:00,17:00,MSC Cruises
2027-10-12,AIDAdiva,11:00,21:00,AIDA
