date,ship,arrival,departure,cruiseline
2027-07-02,Norwegian Prima,08:00,22:00,Norwegian Cruise Line
2027-07-02,Star Pride,08:00,12:00,Windstar Cruises
2027-07-03,Mein Schiff Relax,08:00,18:00,TUI Cruises
2027-07-05,Costa Diadema,11:30,19:30,Costa Cruises
2027-07-05,Viking Libra,tbc,tbc,Viking
2027-07-06,MSC Euribia,12:00,21:00,MSC Cruises
