date,ship,arrival,departure,cruiseline
2027-04-09,AIDAprima,09:00,18:00,AIDA
2027-04-14,AIDAnova,08:00,18:00,AIDA
2027-04-14,Rotterdam,08:00,17:00,Holland America Line
2027-04-19,Viking Vela,tbc,tbc,Viking
