date,ship,arrival,departure,cruiseline
2028-04-04,AIDAperla,09:00,17:30,AIDA
2028-04-04,Viking Astrea,tbc,tbc,Viking
2028-04-06,Amera,08:00,18:00,Phoenix Reisen
2028-04-06,Viking Libra,tbc,tbc,Viking
2028-04-10,AIDAnova,10:00,20:00,AIDA
2028-04-10,AIDAnova,10:00,tbc,AIDA
