date,ship,arrival,departure,cruiseline
2026-08-01,Mein Schiff 7,18:00,tbc,TUI Cruises
2026-08-11,Mein Schiff 1,13:00,23:59,TUI Cruises
2026-08-17,MSC Preziosa,08:00,tbc,MSC Cruises
2026-08-24,Viking Vela,tbc,tbc,Viking
2026-08-25,Amadea,08:00,17:00,Phoenix Reisen
2026-08-29,Seven Seas Mariner,07:00,15:00,Regent Seven Seas
