date,ship,arrival,departure,cruiseline
2026-08-10,Mein Schiff 1,09:30,19:30,TUI Cruises
2026-08-13,MSC Preziosa,09:00,22:00,MSC Cruises
2026-08-25,Viking Vela,tbc,tbc,Viking
2026-08-30,Amadea,08:00,18:00,Phoenix Reisen
2026-08-30,Seven Seas Mariner,08:00,20:00,Regent Seven Seas
