date,ship,arrival,departure,cruiseline
2027-11-01,AIDAprima,08:00,18:00,AIDA
2027-11-02,AIDAnova,08:00,18:00,AIDA
2027-11-05,Ambience,10:00,20:00,Ambassador Cruise Line
