date,ship,arrival,departure,cruiseline
2028-06-01,MSC Splendida,11:00,20:00,MSC Cruises
2028-06-05,AIDAdiva,07:00,17:00,AIDA
2028-06-07,Rotterdam,07:00,16:00,Holland America Line
2028-06-08,Sky Princess,10:00,19:00,Princess Cruises
2028-06-09,Seven Seas Voyager,07:00,17:00,Regent Seven Seas
