date,ship,arrival,departure,cruiseline
2028-03-02,Mein Schiff 2,09:00,tbc,TUI Cruises
2028-03-07,Majestic Princess,12:00,tbc,Princess Cruises
2028-03-09,Viking Astrea,tbc,tbc,Viking
2028-03-12,Queen Victoria,tbc,tbc,Cunard Line
2028-03-16,Ambition,08:00,20:00,Ambassador Cruise Line
2028-03-21,Mein Schiff 2,09:00,tbc,TUI Cruises
2028-03-23,Majestic Princess,09:00,tbc,Princess Cruises
2028-03-25,Aurora,tbc,tbc,P&O Cruises
