date,ship,arrival,departure,cruiseline
2027-09-03,Celebrity Apex,10:00,18:00,Celebrity Cruises
2027-09-05,Europa 2,13:00,19:00,Hapag Lloyd
2027-09-05,MSC Preziosa,13:00,22:00,MSC Cruises
2027-09-20,Viking Mira,tbc,tbc,Viking
2027-09-27,AIDAsol,09:00,tbc,AIDA
2027-09-29,MSC Preziosa,14:00,21:00,MSC Cruises
