date,ship,arrival,departure,cruiseline
2027-02-24,Bolette,tbc,tbc,Fred Olsen Cruise Lines
2027-02-24,Spirit Of Discovery,08:00,17:00,Saga Cruises
2027-02-26,Mein Schiff 3,07:00,16:00,TUI Cruises
