date,ship,arrival,departure,cruiseline
2028-06-07,AIDAperla,08:00,18:00,AIDA
2028-06-07,AIDAperla,08:00,tbc,AIDA
2028-06-12,Zuiderdam,08:00,17:00,Holland America Line
2028-06-14,Celebrity Beyond,09:00,18:00,Celebrity Cruises
2028-06-15,AIDAprima,08:00,18:00,AIDA
2028-06-20,AIDAperla,09:30,20:00,AIDA
