date,ship,arrival,departure,cruiseline
2026-09-01,Mein Schiff 3,tbc,tbc,TUI Cruises
2026-09-02,MSC Euribia,tbc,tbc,MSC Cruises
2026-09-08,Celebrity Apex,07:00,16:00,Celebrity Cruises
2026-09-09,AIDAprima,tbc,tbc,AIDA
2026-09-10,Viking Mira,tbc,tbc,Viking
2026-09-16,MSC Preziosa,tbc,tbc,MSC Cruises
2026-09-20,AIDAprima,tbc,tbc,AIDA
2026-09-29,AIDAsol,tbc,tbc,AIDA
