date,ship,arrival,departure,cruiseline
2027-11-05,Queen Mary 2,tbc,tbc,Cunard Line
2027-11-12,Nieuw Statendam,10:00,tbc,Holland America Line
2027-11-14,Queen Victoria,tbc,tbc,Cunard Line
2027-11-22,Mein Schiff 2,09:00,tbc,TUI Cruises
2027-11-24,Aurora,tbc,tbc,P&O Cruises
