date,ship,arrival,departure,cruiseline
2027-07-01,Borealis,tbc,tbc,Fred Olsen Cruise Lines
2027-07-02,Rotterdam,08:00,15:00,Holland America Line
2027-07-02,Rotterdam,10:00,19:00,Holland America Line
2027-07-13,Sky Princess,08:00,16:00,Princess Cruises
2027-07-14,AIDAnova,08:30,16:30,AIDA
2027-07-15,Balmoral,tbc,tbc,Fred Olsen Cruise Lines
